Frame,Visibility,X,Y,Hit,Hit_position_x,Hit_position_y,Top_x,Top_y,Bot_x,Bot_y,Top_box_lefttop,Top_box_rightbot,Bot_box_lefttop,Bot_box_rightbot
103,1,1092,422,0,0,0,182,269,70,434,"[363, 179]","[397, 276]","[130, 169]","[149, 200]"
104,1,1175,430,0,0,0,184,268,76,433,"[359, 178]","[402, 277]","[130, 167]","[148, 201]"
105,1,1253,445,0,0,0,186,266,86,427,"[358, 181]","[413, 279]","[131, 165]","[149, 203]"
106,1,1325,468,0,0,0,188,266,81,430,"[358, 185]","[413, 280]","[131, 163]","[148, 202]"
107,1,1393,500,0,0,0,186,267,72,436,"[358, 189]","[412, 279]","[129, 163]","[146, 200]"
108,1,1453,532,Top,1453,889,191,266,78,434,"[356, 188]","[413, 281]","[128, 164]","[146, 201]"
109,1,1151,437,0,0,0,193,265,84,432,"[359, 188]","[418, 283]","[128, 165]","[145, 202]"
110,0,0,0,0,0,0,195,264,79,434,"[363, 189]","[416, 284]","[127, 165]","[145, 201]"
111,1,812,352,0,0,0,189,264,86,433,"[369, 185]","[414, 282]","[126, 166]","[144, 202]"
112,1,737,346,0,0,0,171,265,91,430,"[378, 186]","[413, 275]","[127, 167]","[144, 203]"
113,1,676,346,0,0,0,169,263,91,430,"[384, 183]","[417, 275]","[127, 166]","[144, 203]"
114,1,623,352,0,0,0,178,261,97,429,"[382, 180]","[430, 280]","[126, 167]","[143, 204]"
115,1,586,365,0,0,0,176,260,87,434,"[386, 182]","[434, 280]","[125, 169]","[142, 202]"
116,1,544,382,0,0,0,183,259,88,434,"[388, 180]","[431, 283]","[124, 168]","[141, 202]"
117,1,516,405,0,0,0,182,259,94,433,"[392, 181]","[433, 283]","[123, 168]","[140, 203]"
118,1,489,430,0,0,0,185,257,100,431,"[398, 181]","[433, 285]","[122, 168]","[140, 204]"
119,1,472,458,0,0,0,189,257,111,427,"[400, 178]","[432, 287]","[123, 165]","[137, 206]"
120,1,501,462,Bot,491,652,186,257,111,427,"[400, 177]","[433, 286]","[123, 165]","[137, 206]"
121,1,553,430,0,0,0,182,258,116,425,"[399, 180]","[433, 284]","[123, 165]","[137, 207]"
122,1,612,411,0,0,0,178,258,121,423,"[399, 180]","[432, 282]","[123, 166]","[137, 208]"
123,1,667,403,0,0,0,179,259,200,388,"[394, 178]","[432, 282]","[124, 166]","[141, 228]"
124,1,714,403,0,0,0,182,259,200,388,"[386, 182]","[435, 283]","[123, 166]","[141, 228]"
125,1,760,411,0,0,0,180,259,200,388,"[391, 185]","[429, 282]","[123, 167]","[141, 228]"
126,1,803,424,0,0,0,175,261,100,431,"[386, 192]","[427, 279]","[123, 168]","[139, 204]"
127,1,845,449,0,0,0,172,263,105,429,"[375, 193]","[424, 276]","[122, 168]","[140, 205]"
128,1,882,477,0,0,0,172,265,94,433,"[368, 189]","[420, 275]","[122, 169]","[141, 203]"
129,1,920,513,0,0,0,189,264,104,428,"[364, 183]","[419, 282]","[123, 168]","[141, 205]"
130,1,950,555,0,0,0,191,268,104,428,"[361, 191]","[396, 280]","[123, 169]","[141, 205]"
131,1,983,597,0,0,0,202,270,203,386,"[341, 190]","[399, 283]","[123, 165]","[144, 229]"
132,1,1011,648,0,0,0,177,277,213,382,"[338, 195]","[373, 269]","[123, 163]","[143, 232]"
133,1,1039,705,0,0,0,173,282,209,384,"[317, 194]","[374, 265]","[123, 164]","[143, 231]"
134,1,1060,760,Top,1287,855,188,281,209,384,"[302, 190]","[379, 270]","[123, 164]","[143, 231]"
135,1,937,534,0,0,0,173,293,209,383,"[295, 196]","[336, 259]","[123, 164]","[145, 231]"
136,1,886,432,0,0,0,180,293,105,429,"[294, 195]","[332, 261]","[122, 167]","[140, 205]"
137,1,847,365,0,0,0,190,295,105,428,"[286, 194]","[323, 263]","[123, 167]","[140, 205]"
138,1,816,318,0,0,0,194,297,208,383,"[278, 192]","[317, 263]","[126, 164]","[145, 231]"
139,0,0,0,0,0,0,188,303,108,425,"[269, 190]","[304, 258]","[125, 170]","[142, 206]"
140,1,771,259,0,0,0,183,309,197,386,"[260, 188]","[291, 254]","[126, 170]","[148, 228]"
141,1,750,242,0,0,0,213,305,194,385,"[253, 187]","[284, 264]","[129, 169]","[151, 228]"
142,1,743,242,0,0,0,213,309,196,383,"[246, 183]","[274, 262]","[132, 170]","[151, 229]"
143,1,729,244,0,0,0,213,313,199,381,"[237, 186]","[265, 260]","[133, 168]","[151, 230]"
144,1,716,251,0,0,0,231,312,143,399,"[230, 183]","[260, 266]","[138, 169]","[155, 217]"
145,1,710,268,0,0,0,233,313,87,417,"[226, 189]","[257, 266]","[143, 170]","[159, 205]"
146,1,703,289,0,0,0,238,314,0,0,"[220, 189]","[251, 267]","[0, 0]","[0, 0]"
147,0,0,0,0,0,0,258,311,0,0,"[214, 191]","[248, 275]","[0, 0]","[0, 0]"
148,1,697,339,0,0,0,244,316,0,0,"[214, 197]","[243, 268]","[0, 0]","[0, 0]"
149,1,693,369,0,0,0,250,314,0,0,"[213, 198]","[245, 271]","[0, 0]","[0, 0]"
150,1,693,401,0,0,0,240,315,0,0,"[214, 197]","[249, 267]","[0, 0]","[0, 0]"
151,1,693,437,0,0,0,250,312,65,414,"[215, 197]","[254, 272]","[155, 168]","[172, 203]"
152,1,693,470,Bot,622,655,254,309,86,405,"[214, 192]","[260, 275]","[156, 165]","[173, 207]"
153,1,756,386,0,0,0,248,308,70,411,"[227, 183]","[262, 274]","[156, 164]","[173, 204]"
154,1,818,304,0,0,0,234,308,58,414,"[234, 180]","[267, 269]","[157, 164]","[175, 202]"
155,0,0,0,0,0,0,218,309,13,428,"[243, 184]","[273, 264]","[159, 165]","[176, 195]"
156,1,985,833,Top,986,842,221,307,33,422,"[246, 184]","[276, 266]","[159, 164]","[175, 198]"
157,0,0,0,0,0,0,215,305,68,410,"[251, 188]","[286, 265]","[159, 162]","[174, 204]"
158,0,0,0,0,0,0,215,301,27,424,"[251, 187]","[303, 267]","[158, 164]","[175, 197]"
159,0,0,0,0,0,0,219,298,33,422,"[260, 183]","[304, 270]","[158, 164]","[175, 198]"
160,1,646,572,0,0,0,195,299,63,412,"[274, 185]","[309, 262]","[158, 166]","[175, 203]"
161,1,644,586,Bot,629,627,203,295,33,422,"[283, 180]","[313, 267]","[157, 165]","[176, 198]"
162,0,0,0,0,0,0,213,290,0,0,"[292, 181]","[321, 273]","[0, 0]","[0, 0]"
163,0,0,0,0,0,0,201,289,0,0,"[298, 183]","[333, 270]","[0, 0]","[0, 0]"
164,0,0,0,0,0,0,210,284,0,0,"[300, 184]","[350, 276]","[0, 0]","[0, 0]"
165,0,0,0,0,0,0,215,280,0,0,"[302, 184]","[362, 280]","[0, 0]","[0, 0]"
166,1,1302,31,0,0,0,210,280,0,0,"[307, 189]","[365, 279]","[0, 0]","[0, 0]"
167,1,1332,78,0,0,0,201,279,0,0,"[317, 184]","[367, 276]","[0, 0]","[0, 0]"
168,1,1355,124,0,0,0,186,279,0,0,"[323, 184]","[372, 271]","[0, 0]","[0, 0]"
169,1,1378,179,0,0,0,176,277,0,0,"[342, 171]","[374, 269]","[0, 0]","[0, 0]"
170,1,1402,247,0,0,0,155,278,0,0,"[348, 168]","[377, 262]","[0, 0]","[0, 0]"
171,1,1421,310,0,0,0,184,272,0,0,"[353, 160]","[387, 275]","[0, 0]","[0, 0]"
172,1,1436,380,Top,1406,867,181,271,0,0,"[357, 166]","[387, 274]","[0, 0]","[0, 0]"
173,0,0,0,0,0,0,210,266,0,0,"[363, 167]","[395, 289]","[0, 0]","[0, 0]"
174,0,0,0,0,0,0,212,264,0,0,"[368, 179]","[401, 291]","[0, 0]","[0, 0]"
175,1,1100,289,0,0,0,209,263,0,0,"[375, 190]","[404, 291]","[0, 0]","[0, 0]"
176,1,1013,257,0,0,0,196,262,0,0,"[380, 190]","[413, 286]","[0, 0]","[0, 0]"
177,1,947,240,0,0,0,210,258,0,0,"[379, 191]","[432, 295]","[0, 0]","[0, 0]"
178,1,899,232,0,0,0,216,256,0,0,"[385, 189]","[440, 300]","[0, 0]","[0, 0]"
179,1,864,238,0,0,0,226,254,0,0,"[386, 191]","[444, 306]","[0, 0]","[0, 0]"
180,1,659,538,Bot,595,620,218,254,29,432,"[390, 191]","[445, 302]","[149, 167]","[166, 196]"
181,1,801,263,0,0,0,220,253,36,430,"[395, 183]","[447, 304]","[149, 167]","[165, 197]"
182,1,656,485,Bot,0,0,215,254,0,0,"[396, 185]","[445, 301]","[0, 0]","[0, 0]"
183,1,765,301,0,0,0,215,254,0,0,"[391, 187]","[447, 301]","[0, 0]","[0, 0]"
184,1,752,327,0,0,0,217,254,0,0,"[390, 186]","[448, 302]","[0, 0]","[0, 0]"
185,1,741,356,0,0,0,217,254,29,426,"[393, 184]","[446, 302]","[155, 163]","[173, 197]"
186,1,733,386,0,0,0,216,254,-5,436,"[391, 189]","[443, 301]","[157, 160]","[175, 192]"
187,1,724,418,0,0,0,217,255,-38,446,"[386, 186]","[443, 301]","[159, 158]","[177, 188]"
188,1,720,451,Bot,0,0,214,257,0,0,"[382, 193]","[438, 298]","[0, 0]","[0, 0]"
189,0,0,0,0,0,0,215,258,0,0,"[381, 191]","[431, 298]","[0, 0]","[0, 0]"
190,1,848,432,0,0,0,209,259,0,0,"[387, 190]","[420, 294]","[0, 0]","[0, 0]"
191,1,926,413,0,0,0,210,261,0,0,"[382, 185]","[412, 293]","[0, 0]","[0, 0]"
192,1,992,405,0,0,0,201,262,0,0,"[379, 184]","[411, 288]","[0, 0]","[0, 0]"
193,1,1051,403,0,0,0,205,263,0,0,"[374, 188]","[405, 289]","[0, 0]","[0, 0]"
194,1,1106,407,0,0,0,211,264,0,0,"[370, 187]","[402, 291]","[0, 0]","[0, 0]"
195,1,1153,420,0,0,0,196,265,0,0,"[369, 189]","[404, 284]","[0, 0]","[0, 0]"
196,1,1208,439,0,0,0,200,266,0,0,"[363, 183]","[404, 285]","[0, 0]","[0, 0]"
197,1,1253,462,0,0,0,205,267,0,0,"[358, 179]","[397, 286]","[0, 0]","[0, 0]"
198,1,1295,494,0,0,0,187,270,0,0,"[357, 179]","[392, 277]","[0, 0]","[0, 0]"
199,1,1351,546,Top,1395,861,178,273,0,0,"[352, 182]","[386, 272]","[0, 0]","[0, 0]"
200,1,1300,544,0,0,0,170,273,0,0,"[351, 173]","[389, 269]","[0, 0]","[0, 0]"
201,1,1151,449,0,0,0,168,276,0,0,"[347, 177]","[381, 267]","[0, 0]","[0, 0]"
202,1,1053,394,0,0,0,173,277,0,0,"[343, 174]","[376, 268]","[0, 0]","[0, 0]"
203,1,971,358,0,0,0,156,280,0,0,"[342, 180]","[370, 261]","[0, 0]","[0, 0]"
204,1,911,337,0,0,0,145,282,112,384,"[344, 177]","[367, 257]","[165, 162]","[194, 215]"
205,1,864,325,0,0,0,148,281,0,0,"[344, 174]","[367, 258]","[0, 0]","[0, 0]"
206,1,818,323,0,0,0,144,283,0,0,"[342, 172]","[364, 256]","[0, 0]","[0, 0]"
207,1,788,327,0,0,0,145,283,0,0,"[341, 175]","[361, 256]","[0, 0]","[0, 0]"
208,1,756,335,0,0,0,151,283,0,0,"[341, 175]","[359, 258]","[0, 0]","[0, 0]"
209,1,729,350,0,0,0,148,283,0,0,"[341, 174]","[359, 257]","[0, 0]","[0, 0]"
210,1,708,373,0,0,0,155,283,0,0,"[339, 172]","[359, 259]","[0, 0]","[0, 0]"
211,1,691,396,0,0,0,140,285,0,0,"[339, 173]","[360, 254]","[0, 0]","[0, 0]"
212,1,674,422,0,0,0,140,285,0,0,"[339, 173]","[360, 254]","[0, 0]","[0, 0]"
213,1,661,453,0,0,0,142,283,36,430,"[341, 176]","[363, 255]","[149, 165]","[165, 197]"
214,1,652,485,Bot,587,627,147,283,43,429,"[340, 178]","[364, 257]","[146, 167]","[165, 198]"
215,0,0,0,0,0,0,152,282,55,425,"[339, 179]","[367, 259]","[145, 167]","[163, 200]"
216,1,771,445,0,0,0,149,281,67,421,"[341, 176]","[368, 258]","[145, 168]","[162, 202]"
217,1,847,411,0,0,0,153,280,80,418,"[342, 174]","[372, 260]","[145, 169]","[161, 204]"
218,1,915,386,0,0,0,169,277,69,421,"[344, 172]","[378, 267]","[145, 169]","[162, 202]"
219,1,973,373,0,0,0,178,275,69,422,"[345, 173]","[381, 271]","[144, 169]","[162, 202]"
220,1,1028,365,0,0,0,165,276,68,421,"[347, 177]","[382, 266]","[145, 168]","[163, 202]"
221,1,1075,365,0,0,0,168,275,68,421,"[347, 177]","[382, 267]","[145, 168]","[163, 202]"
222,1,1124,377,0,0,0,176,275,59,424,"[345, 174]","[382, 270]","[146, 167]","[163, 200]"
223,1,1170,394,0,0,0,173,275,50,427,"[340, 172]","[386, 269]","[147, 166]","[163, 199]"
224,1,1215,418,0,0,0,169,277,55,425,"[338, 170]","[384, 267]","[147, 165]","[164, 200]"
225,1,1257,449,0,0,0,173,277,61,422,"[337, 175]","[382, 268]","[148, 166]","[164, 201]"
226,1,1295,485,0,0,0,173,277,36,430,"[341, 176]","[375, 268]","[149, 165]","[165, 197]"
227,1,629,576,Bot,593,623,169,278,36,430,"[342, 177]","[373, 266]","[149, 164]","[165, 197]"
228,1,977,354,0,0,0,167,278,39,429,"[341, 177]","[372, 265]","[148, 164]","[164, 197]"
229,1,879,323,0,0,0,167,279,43,429,"[341, 179]","[370, 265]","[148, 164]","[164, 198]"
230,1,807,299,0,0,0,165,279,0,0,"[342, 179]","[369, 264]","[0, 0]","[0, 0]"
231,1,746,289,0,0,0,159,280,0,0,"[343, 178]","[369, 262]","[0, 0]","[0, 0]"
232,1,697,289,0,0,0,150,280,0,0,"[346, 179]","[369, 259]","[0, 0]","[0, 0]"
233,0,0,0,0,0,0,157,279,186,380,"[347, 178]","[371, 262]","[140, 166]","[161, 228]"
234,1,622,304,0,0,0,161,277,141,400,"[349, 177]","[376, 264]","[137, 165]","[156, 217]"
235,1,597,320,0,0,0,176,275,96,420,"[348, 173]","[378, 270]","[134, 164]","[152, 207]"
236,1,572,339,0,0,0,177,274,51,441,"[348, 170]","[381, 271]","[132, 164]","[148, 197]"
237,1,546,382,0,0,0,175,273,59,440,"[351, 171]","[386, 271]","[130, 162]","[147, 198]"
238,1,531,407,0,0,0,173,272,49,447,"[350, 169]","[396, 271]","[127, 162]","[144, 196]"
239,1,519,439,Bot,502,627,183,271,64,443,"[354, 161]","[389, 275]","[125, 162]","[141, 198]"
240,1,633,377,0,0,0,178,271,192,390,"[356, 163]","[389, 273]","[122, 167]","[145, 226]"
241,1,726,350,0,0,0,170,272,158,407,"[357, 167]","[390, 270]","[119, 167]","[141, 217]"
242,1,814,325,0,0,0,170,272,124,424,"[359, 168]","[390, 270]","[116, 168]","[137, 209]"
243,1,884,310,0,0,0,172,271,91,442,"[359, 169]","[391, 271]","[114, 169]","[133, 201]"
244,1,954,306,0,0,0,170,272,103,439,"[359, 170]","[391, 270]","[112, 168]","[131, 203]"
245,1,1013,308,0,0,0,177,271,115,435,"[358, 166]","[391, 273]","[111, 168]","[129, 205]"
246,1,1066,318,0,0,0,178,271,112,439,"[357, 165]","[390, 273]","[109, 168]","[127, 204]"
247,1,1119,337,0,0,0,185,271,118,437,"[356, 163]","[390, 276]","[108, 170]","[125, 205]"
248,1,1170,365,0,0,0,183,271,203,400,"[355, 165]","[390, 275]","[104, 170]","[127, 225]"
249,1,1213,394,0,0,0,181,271,110,443,"[354, 166]","[390, 274]","[105, 170]","[123, 203]"
250,1,1257,439,0,0,0,184,271,111,443,"[354, 167]","[388, 275]","[104, 169]","[121, 203]"
251,1,1295,479,0,0,0,177,272,112,444,"[353, 170]","[386, 272]","[103, 169]","[120, 203]"
252,1,495,624,Bot,417,642,171,274,114,445,"[352, 174]","[384, 269]","[102, 169]","[119, 203]"
253,1,1037,365,0,0,0,163,276,0,0,"[346, 179]","[381, 265]","[0, 0]","[0, 0]"
254,1,937,320,0,0,0,163,277,0,0,"[345, 180]","[381, 265]","[0, 0]","[0, 0]"
255,1,858,289,0,0,0,163,277,0,0,"[346, 179]","[379, 265]","[0, 0]","[0, 0]"
256,1,792,272,0,0,0,166,277,211,398,"[346, 179]","[378, 266]","[102, 168]","[126, 227]"
257,1,744,268,0,0,0,166,277,217,395,"[346, 179]","[378, 266]","[103, 168]","[127, 229]"
258,1,701,263,0,0,0,171,276,203,401,"[346, 177]","[378, 268]","[104, 168]","[126, 225]"
259,1,667,272,0,0,0,166,276,209,397,"[348, 179]","[378, 266]","[104, 166]","[129, 227]"
260,1,635,287,0,0,0,168,276,111,438,"[350, 178]","[377, 267]","[110, 169]","[127, 204]"
261,1,612,304,0,0,0,173,275,115,435,"[349, 176]","[379, 269]","[111, 167]","[129, 205]"
262,1,584,339,0,0,0,173,275,97,440,"[349, 173]","[379, 269]","[114, 164]","[132, 202]"
