Frame,Visibility,X,Y,Hit,Hit_position_x,Hit_position_y,Top_x,Top_y,Bot_x,Bot_y,Top_box_lefttop,Top_box_rightbot,Bot_box_lefttop,Bot_box_rightbot
108,1,695,434,0,0,0,178,286,75,423,"[313, 184]","[349, 264]","[141, 163]","[156, 202]"
109,1,775,392,0,0,0,182,283,75,421,"[309, 176]","[367, 267]","[143, 165]","[158, 202]"
110,1,854,358,0,0,0,189,282,75,420,"[316, 182]","[361, 270]","[145, 167]","[161, 203]"
111,1,913,339,0,0,0,180,282,68,421,"[323, 181]","[358, 267]","[147, 167]","[162, 202]"
112,1,969,329,0,0,0,182,282,0,0,"[326, 178]","[358, 268]","[0, 0]","[0, 0]"
113,1,1020,323,0,0,0,179,282,0,0,"[326, 180]","[360, 267]","[0, 0]","[0, 0]"
114,1,1070,327,0,0,0,180,281,0,0,"[328, 179]","[362, 268]","[0, 0]","[0, 0]"
115,1,1119,339,0,0,0,182,280,0,0,"[327, 175]","[365, 269]","[0, 0]","[0, 0]"
116,1,1158,356,0,0,0,168,281,0,0,"[332, 177]","[368, 264]","[0, 0]","[0, 0]"
117,1,1202,382,0,0,0,161,281,0,0,"[335, 176]","[369, 262]","[0, 0]","[0, 0]"
118,1,1240,415,0,0,0,152,281,0,0,"[337, 178]","[371, 259]","[0, 0]","[0, 0]"
119,1,1276,451,0,0,0,143,282,83,419,"[340, 180]","[371, 256]","[143, 161]","[157, 204]"
120,1,1308,494,Top,1344,823,154,280,89,418,"[339, 177]","[372, 260]","[142, 162]","[156, 205]"
121,0,0,0,0,0,0,144,281,85,421,"[342, 171]","[373, 257]","[141, 162]","[155, 204]"
122,1,1096,394,0,0,0,147,281,85,421,"[342, 168]","[372, 258]","[141, 162]","[155, 204]"
123,1,971,342,0,0,0,155,280,85,421,"[345, 169]","[370, 261]","[141, 164]","[155, 204]"
124,1,898,310,0,0,0,156,278,74,425,"[349, 172]","[373, 262]","[140, 164]","[155, 202]"
125,1,831,287,0,0,0,158,277,75,425,"[352, 171]","[372, 263]","[139, 165]","[155, 202]"
126,1,775,274,0,0,0,159,276,86,421,"[355, 173]","[375, 264]","[139, 166]","[154, 204]"
127,1,733,270,0,0,0,162,276,0,0,"[355, 171]","[376, 265]","[0, 0]","[0, 0]"
128,1,697,272,0,0,0,164,275,0,0,"[355, 169]","[377, 266]","[0, 0]","[0, 0]"
129,1,667,278,0,0,0,151,277,0,0,"[358, 172]","[375, 261]","[0, 0]","[0, 0]"
130,1,640,289,0,0,0,158,276,91,430,"[356, 172]","[378, 264]","[128, 163]","[143, 203]"
131,1,620,306,0,0,0,173,273,92,431,"[354, 170]","[383, 270]","[125, 164]","[142, 203]"
132,1,601,327,0,0,0,179,272,83,437,"[356, 166]","[386, 273]","[124, 163]","[140, 201]"
133,1,584,352,0,0,0,179,272,0,0,"[356, 166]","[385, 273]","[0, 0]","[0, 0]"
134,1,570,375,0,0,0,182,272,0,0,"[355, 167]","[386, 274]","[0, 0]","[0, 0]"
135,1,557,407,0,0,0,182,272,0,0,"[355, 166]","[386, 274]","[0, 0]","[0, 0]"
136,1,550,437,0,0,0,179,272,82,443,"[356, 166]","[387, 273]","[119, 162]","[134, 200]"
137,1,542,472,0,0,0,169,273,95,439,"[357, 170]","[387, 269]","[117, 161]","[133, 202]"
138,1,455,677,Bot,466,646,163,273,107,435,"[357, 171]","[388, 267]","[115, 166]","[132, 204]"
139,1,667,407,0,0,0,168,272,92,443,"[359, 172]","[389, 269]","[113, 165]","[131, 201]"
140,1,737,373,0,0,0,167,272,121,433,"[360, 172]","[389, 269]","[111, 166]","[128, 206]"
141,1,795,348,0,0,0,165,272,107,441,"[359, 169]","[390, 268]","[109, 166]","[126, 203]"
142,1,850,331,0,0,0,170,272,108,442,"[358, 169]","[390, 270]","[108, 167]","[124, 203]"
143,1,901,323,0,0,0,171,272,115,441,"[355, 169]","[390, 270]","[106, 167]","[123, 204]"
144,1,945,323,0,0,0,164,274,115,441,"[353, 170]","[389, 267]","[105, 168]","[124, 204]"
145,1,988,327,0,0,0,153,275,115,441,"[349, 170]","[394, 263]","[105, 167]","[124, 204]"
146,1,1028,339,0,0,0,154,275,115,440,"[346, 170]","[394, 263]","[105, 168]","[125, 204]"
147,1,1064,361,0,0,0,153,276,109,442,"[341, 172]","[392, 262]","[105, 169]","[126, 203]"
148,1,1096,382,0,0,0,164,277,109,442,"[333, 171]","[390, 265]","[106, 168]","[125, 203]"
149,1,1130,413,0,0,0,160,278,113,439,"[333, 179]","[385, 263]","[107, 168]","[126, 204]"
150,1,1158,449,0,0,0,146,282,113,439,"[337, 186]","[372, 257]","[108, 169]","[126, 204]"
151,1,1185,487,0,0,0,153,284,112,439,"[328, 185]","[366, 258]","[108, 168]","[127, 204]"
152,1,1210,527,0,0,0,165,283,121,433,"[312, 180]","[378, 262]","[109, 169]","[129, 206]"
153,1,535,551,Bot,449,652,160,284,121,433,"[311, 183]","[378, 260]","[110, 169]","[128, 206]"
154,1,1089,460,0,0,0,158,285,120,433,"[325, 186]","[361, 259]","[111, 169]","[129, 206]"
155,0,0,0,0,0,0,157,284,121,433,"[316, 184]","[372, 259]","[111, 169]","[128, 206]"
156,1,858,312,0,0,0,160,284,117,436,"[313, 182]","[375, 260]","[110, 170]","[127, 205]"
157,1,801,282,0,0,0,160,284,128,432,"[313, 183]","[376, 260]","[109, 169]","[125, 207]"
158,1,743,259,0,0,0,154,285,129,433,"[312, 184]","[377, 258]","[108, 169]","[124, 207]"
159,1,697,244,0,0,0,148,285,119,438,"[313, 185]","[377, 256]","[107, 167]","[124, 205]"
160,1,659,240,0,0,0,155,285,115,441,"[326, 185]","[361, 258]","[106, 166]","[123, 204]"
161,1,625,242,0,0,0,154,284,115,441,"[330, 185]","[361, 258]","[106, 167]","[123, 204]"
162,1,595,249,0,0,0,146,284,112,444,"[335, 186]","[365, 256]","[104, 165]","[120, 203]"
163,1,567,263,0,0,0,153,282,109,448,"[339, 180]","[365, 259]","[103, 164]","[117, 202]"
164,1,389,500,Bot,412,633,157,280,99,454,"[340, 178]","[371, 261]","[102, 163]","[116, 200]"
165,1,525,306,0,0,0,153,280,105,452,"[343, 177]","[372, 260]","[101, 165]","[116, 201]"
166,1,508,335,0,0,0,154,279,105,452,"[345, 175]","[375, 261]","[101, 164]","[116, 201]"
167,1,495,365,0,0,0,155,278,105,452,"[350, 174]","[375, 262]","[101, 167]","[116, 201]"
168,1,480,409,0,0,0,160,277,107,453,"[351, 172]","[376, 264]","[98, 166]","[115, 201]"
169,1,472,447,0,0,0,155,277,122,446,"[351, 170]","[376, 262]","[98, 166]","[115, 204]"
170,1,466,483,Bot,397,649,155,277,129,444,"[350, 168]","[377, 262]","[96, 166]","[114, 205]"
171,0,0,0,0,0,0,158,277,135,442,"[349, 169]","[377, 263]","[95, 169]","[113, 206]"
172,1,697,394,0,0,0,155,277,207,406,"[349, 169]","[378, 262]","[96, 168]","[117, 224]"
173,1,784,369,0,0,0,155,277,131,446,"[348, 172]","[379, 262]","[93, 169]","[112, 205]"
174,1,860,352,0,0,0,155,278,131,446,"[346, 169]","[379, 262]","[93, 169]","[112, 205]"
175,1,922,344,0,0,0,164,277,131,446,"[343, 165]","[379, 265]","[93, 169]","[112, 205]"
176,1,985,344,0,0,0,160,278,136,443,"[339, 166]","[379, 263]","[93, 170]","[113, 206]"
177,1,444,620,Bot,391,652,148,281,135,443,"[338, 171]","[374, 258]","[94, 170]","[113, 206]"
178,1,1092,363,0,0,0,151,281,215,404,"[337, 171]","[374, 259]","[93, 166]","[116, 226]"
179,1,1141,382,0,0,0,151,281,136,443,"[340, 172]","[372, 259]","[94, 169]","[112, 206]"
180,1,1187,409,0,0,0,152,281,135,443,"[339, 171]","[369, 259]","[94, 169]","[113, 206]"
181,1,1242,449,0,0,0,147,282,130,445,"[339, 173]","[366, 257]","[93, 169]","[114, 205]"
182,1,1279,487,Top,1331,807,142,283,130,445,"[339, 174]","[365, 255]","[94, 170]","[113, 205]"
183,1,1143,432,0,0,0,136,284,129,444,"[340, 177]","[362, 253]","[94, 169]","[115, 205]"
184,1,975,352,0,0,0,139,284,134,442,"[340, 177]","[362, 254]","[94, 170]","[115, 206]"
185,1,867,314,0,0,0,149,284,133,441,"[339, 173]","[359, 257]","[96, 169]","[115, 206]"
186,1,765,280,0,0,0,157,282,142,436,"[339, 170]","[359, 260]","[98, 169]","[115, 208]"
187,1,695,263,0,0,0,146,284,205,405,"[342, 175]","[358, 256]","[99, 167]","[119, 224]"
188,1,639,259,0,0,0,147,283,208,403,"[341, 175]","[363, 257]","[98, 167]","[120, 225]"
189,1,587,263,0,0,0,144,283,212,402,"[342, 176]","[364, 256]","[98, 167]","[120, 226]"
190,1,387,496,0,0,0,146,282,129,444,"[344, 175]","[366, 257]","[95, 169]","[114, 205]"
191,1,361,504,Bot,398,722,148,281,221,401,"[343, 176]","[368, 258]","[93, 172]","[118, 228]"
192,1,485,308,0,0,0,151,281,126,448,"[343, 176]","[369, 259]","[93, 170]","[112, 204]"
193,1,457,333,0,0,0,153,280,222,401,"[344, 175]","[369, 260]","[90, 169]","[117, 228]"
194,1,440,365,0,0,0,156,280,230,399,"[345, 173]","[369, 261]","[89, 166]","[115, 230]"
195,1,421,399,0,0,0,146,280,231,400,"[350, 173]","[369, 258]","[88, 168]","[114, 230]"
196,1,410,432,Bot,385,728,149,280,230,399,"[350, 171]","[369, 259]","[89, 167]","[115, 230]"
197,0,0,0,0,0,0,154,279,233,398,"[350, 172]","[370, 261]","[89, 168]","[115, 231]"
198,1,514,380,0,0,0,155,279,225,403,"[349, 173]","[369, 261]","[88, 170]","[113, 228]"
199,1,591,331,0,0,0,154,279,225,403,"[350, 173]","[369, 261]","[88, 172]","[113, 228]"
200,1,663,295,0,0,0,152,279,231,400,"[349, 174]","[369, 260]","[87, 170]","[114, 230]"
201,1,727,272,0,0,0,144,281,236,396,"[348, 176]","[368, 257]","[88, 169]","[116, 232]"
202,1,782,257,0,0,0,147,281,233,398,"[347, 175]","[368, 258]","[89, 168]","[115, 231]"
203,1,837,253,0,0,0,145,281,229,398,"[346, 177]","[368, 257]","[91, 169]","[116, 230]"
204,1,882,255,0,0,0,139,282,228,398,"[346, 177]","[367, 255]","[95, 167]","[115, 230]"
205,1,930,268,0,0,0,140,282,144,438,"[345, 178]","[366, 255]","[95, 170]","[113, 208]"
206,1,977,285,0,0,0,138,284,226,397,"[342, 179]","[363, 254]","[98, 165]","[117, 230]"
207,1,1015,310,0,0,0,139,284,146,434,"[340, 174]","[363, 254]","[100, 168]","[115, 209]"
208,1,1054,342,0,0,0,145,283,141,436,"[340, 172]","[362, 256]","[100, 168]","[115, 208]"
209,1,1089,384,0,0,0,146,284,136,438,"[338, 172]","[359, 256]","[100, 170]","[116, 207]"
210,1,1119,426,0,0,0,152,283,130,439,"[338, 170]","[359, 258]","[101, 169]","[117, 206]"
211,1,1149,475,0,0,0,152,283,136,437,"[337, 169]","[359, 258]","[101, 169]","[116, 207]"
212,1,1177,532,Top,1315,817,152,283,221,397,"[337, 166]","[359, 258]","[102, 165]","[118, 229]"
213,1,1060,437,0,0,0,144,285,140,435,"[337, 169]","[359, 255]","[102, 168]","[116, 208]"
214,1,964,363,0,0,0,123,288,135,437,"[334, 170]","[359, 248]","[102, 168]","[116, 207]"
215,1,896,314,0,0,0,127,288,130,439,"[332, 168]","[358, 249]","[102, 168]","[117, 206]"
216,1,848,285,0,0,0,139,286,0,0,"[334, 171]","[358, 253]","[0, 0]","[0, 0]"
217,1,811,266,0,0,0,127,288,0,0,"[335, 173]","[356, 249]","[0, 0]","[0, 0]"
218,1,777,257,0,0,0,131,288,0,0,"[336, 172]","[354, 250]","[0, 0]","[0, 0]"
219,1,743,255,0,0,0,129,289,206,399,"[332, 173]","[354, 249]","[104, 174]","[127, 226]"
220,1,718,263,0,0,0,123,290,161,415,"[330, 173]","[353, 247]","[109, 172]","[129, 216]"
221,1,701,276,0,0,0,127,290,117,431,"[327, 172]","[352, 248]","[115, 171]","[132, 206]"
222,0,0,0,0,0,0,124,291,111,430,"[326, 176]","[354, 247]","[118, 169]","[135, 205]"
223,0,0,0,0,0,0,125,291,106,429,"[326, 175]","[352, 247]","[122, 167]","[139, 205]"
224,0,0,0,0,0,0,125,291,94,433,"[326, 175]","[352, 247]","[124, 166]","[139, 203]"
225,1,657,363,0,0,0,125,291,0,0,"[326, 174]","[352, 247]","[0, 0]","[0, 0]"
226,1,652,392,0,0,0,124,291,0,0,"[327, 174]","[353, 247]","[0, 0]","[0, 0]"
227,1,648,424,0,0,0,123,290,0,0,"[328, 173]","[354, 247]","[0, 0]","[0, 0]"
228,1,644,453,0,0,0,126,289,86,421,"[327, 174]","[357, 248]","[139, 167]","[154, 204]"
229,1,642,485,0,0,0,128,288,82,422,"[329, 172]","[359, 249]","[140, 165]","[154, 203]"
230,1,646,517,Bot,559,642,125,289,79,423,"[329, 174]","[360, 248]","[141, 163]","[155, 203]"
231,1,731,445,0,0,0,131,288,82,419,"[329, 170]","[361, 250]","[142, 164]","[159, 204]"
232,1,818,390,0,0,0,129,287,70,422,"[332, 171]","[362, 250]","[144, 166]","[161, 202]"
233,1,890,348,0,0,0,132,286,58,426,"[333, 171]","[362, 251]","[143, 165]","[161, 200]"
234,1,939,327,0,0,0,132,286,46,431,"[334, 171]","[363, 251]","[143, 165]","[161, 198]"
235,1,988,308,0,0,0,132,286,54,430,"[333, 173]","[364, 251]","[142, 162]","[158, 199]"
236,1,1034,299,0,0,0,134,285,67,426,"[335, 172]","[366, 252]","[141, 161]","[157, 201]"
237,1,1077,299,0,0,0,127,286,79,423,"[335, 174]","[368, 250]","[140, 161]","[156, 203]"
238,1,1119,306,0,0,0,130,285,68,427,"[335, 171]","[368, 251]","[140, 159]","[155, 201]"
239,1,1158,318,0,0,0,133,285,74,425,"[336, 170]","[368, 252]","[139, 159]","[154, 202]"
240,1,1198,339,0,0,0,132,285,81,424,"[336, 170]","[366, 251]","[139, 159]","[154, 203]"
241,1,1230,365,0,0,0,131,285,81,424,"[336, 171]","[364, 251]","[139, 159]","[153, 203]"
242,1,1264,399,0,0,0,131,286,86,422,"[337, 172]","[363, 251]","[139, 161]","[153, 204]"
243,1,1293,441,0,0,0,131,284,0,0,"[342, 170]","[367, 252]","[0, 0]","[0, 0]"
244,1,1295,468,Top,1340,801,134,283,0,0,"[341, 169]","[368, 253]","[0, 0]","[0, 0]"
245,1,1075,335,0,0,0,129,285,0,0,"[340, 171]","[366, 251]","[0, 0]","[0, 0]"
246,1,960,270,0,0,0,126,285,0,0,"[340, 172]","[366, 250]","[0, 0]","[0, 0]"
247,1,867,221,0,0,0,129,285,0,0,"[341, 172]","[364, 251]","[0, 0]","[0, 0]"
248,1,790,196,0,0,0,130,285,51,441,"[340, 174]","[363, 251]","[133, 160]","[149, 197]"
249,0,0,0,0,0,0,130,285,63,436,"[340, 173]","[363, 251]","[133, 160]","[149, 199]"
250,1,682,173,0,0,0,128,286,70,434,"[340, 173]","[360, 250]","[132, 159]","[148, 200]"
251,1,644,175,0,0,0,125,287,70,434,"[339, 173]","[360, 249]","[131, 161]","[148, 200]"
252,1,608,183,0,0,0,128,286,138,409,"[339, 174]","[360, 250]","[125, 162]","[149, 213]"
253,1,580,196,0,0,0,127,285,73,437,"[340, 173]","[364, 250]","[126, 164]","[146, 200]"
254,1,557,215,0,0,0,129,285,76,439,"[340, 171]","[365, 251]","[124, 163]","[142, 200]"
255,1,538,238,0,0,0,132,284,94,432,"[339, 172]","[367, 252]","[123, 162]","[141, 203]"
256,1,519,263,0,0,0,132,284,100,431,"[340, 171]","[368, 252]","[123, 160]","[138, 204]"
257,1,504,304,0,0,0,128,284,65,451,"[342, 170]","[368, 251]","[117, 159]","[134, 197]"
258,1,495,335,0,0,0,122,285,75,448,"[343, 171]","[367, 249]","[116, 159]","[133, 198]"
259,1,485,373,0,0,0,125,284,85,445,"[343, 169]","[368, 250]","[115, 160]","[132, 200]"
260,1,478,411,0,0,0,122,285,76,451,"[343, 171]","[367, 249]","[113, 161]","[129, 198]"
261,1,474,449,Bot,448,633,118,285,90,448,"[343, 171]","[367, 248]","[110, 163]","[127, 200]"
262,1,578,415,0,0,0,118,285,103,444,"[343, 171]","[367, 248]","[107, 169]","[125, 202]"
